LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity
,,,(quality),(micron),(micron),(micron),(frame),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,(micron),(micron),(micron),(micron),(radians),,(micron^2),(micron),,
ID396795,396795,10,150.0,140.37304611075908,93.96927880745459,0.0,24.0,24,2.1242717811758025,1,,33363.67924528302,32994.0,32655.0,37464.0,5304825.0,793.1476255773073,37430.4213836478,36552.0,32699.0,49730.0,5951437.0,3507.3875928353414,-0.825777704107417,-398.7579225666162,-0.8085476844122589,-90.1396702264298,-2.996213526280519E-4,-0.019102374643740545,2.7974807710724403,1.672597757251257,-1.4017026583048042,1.6725364834099823,14.176532983001042,20.048534957753333,0.44321516565284924,0.8235294117647045
ID435705,435705,10,186.0,146.4103712216242,93.79906060570218,0.0,58.0,58,2.337701942045569,1,,33575.80423280423,32914.0,32441.0,42052.0,6345827.0,1372.6328013041327,40584.70370370373,37619.0,32796.0,64131.0,7670509.0,7521.369125947935,-0.829288944576137,-237.65462755210382,-0.7992923967111563,-42.97712198805065,0.031127422513512224,0.08819272346447087,3.0553762503915616,1.8949836826090685,0.8074010416491175,1.6123496357418925,17.1683337748682,25.191062694188123,0.33997347508028847,0.7535353535353532
ID364375,364375,13,41.0,57.26520562013831,150.57301334130275,0.0,3.0,3,1.1027416244708186,1,,33063.674418604656,32796.0,32734.0,35421.0,1421738.0,617.3584171957098,35748.67441860465,35513.0,32818.0,42065.0,1537193.0,1756.3251234016768,-0.8309949239659102,-526.6745827059212,-0.8197297817332468,-185.11079827997497,0.012526596598042143,0.07689356189037988,1.7066739597431506,0.8597259862883737,-0.3160087341275388,1.9851371099194497,3.8202994726918553,14.889804763211659,0.2165355792223701,0.6335877862595446
ID367936,367936,13,24.0,54.56678799547276,153.3276596346608,0.0,7.0,7,0.8386009313878999,1,,32942.52173913043,32788.0,32627.0,34466.0,757678.0,407.1001518015413,36048.69565217391,35383.0,32716.0,41500.0,829120.0,2202.543352886357,-0.8295358840247992,-787.567487886872,-0.8190799536415387,-148.19538938497973,-0.26061463629945864,-0.20287945720927536,1.5918430370986179,0.9219317272819177,2.95818134532937,1.7266387412349546,2.2093298155326506,11.204509269673101,0.22114887634220123,0.5052631578947372
ID363667,363667,13,49.0,58.70612334982676,148.0607933787675,0.0,0.0,0,1.2164532095963607,1,,32962.39215686274,32792.0,32286.0,34639.0,1681082.0,495.6972494751761,36212.60784313725,35862.0,32383.0,40624.0,1846843.0,2057.6035777421403,-0.834095395078141,-668.6355929832172,-0.8234882349099312,-164.21462459579536,-0.0015527024091266815,-0.1418037886348204,1.8243165260877348,0.9558128709035391,-0.4454321185947379,1.908654488365689,4.648798153516608,13.888392989302119,0.3028632372542498,0.6601307189542512
ID364466,364466,13,17.0,58.120467203262855,148.9738110277515,0.0,1.0,1,0.755904664442733,1,,32985.666666666664,32793.0,32576.0,34242.0,593742.0,496.81396683976067,35797.277777777774,36200.0,32585.0,40338.0,644351.0,1973.5127477063525,-0.837394853999496,-683.8446711765527,-0.8284092406201916,-175.1423206409811,0.0494154256496017,0.11826869457326698,0.9863214800642138,0.8430362872108088,-1.130527943765047,1.1699632566558493,1.7950804751202785,5.322719299636554,0.7962082252939272,1.0000000000000002
ID369167,369167,13,57.0,55.85534887133843,152.39397058601622,0.0,6.0,6,1.2980267479615522,1,,33103.31034482758,32801.0,32523.0,34837.0,1919992.0,560.6702820323768,35639.31034482759,35287.0,32559.0,45740.0,2067080.0,2562.076770059902,-0.8274368714946061,-566.2141884308035,-0.8185612334593679,-125.51286307306843,-0.08991788908734567,0.1995857062656434,2.179975629419922,1.0668291408264325,2.825390725681789,2.0434159004422927,5.29318601638029,19.37593792915445,0.1771746369211845,0.49783549783550046
ID363065,363065,13,30.0,55.41173013572739,151.92738688573098,0.0,5.0,5,0.8811962829089952,1,,33002.269230769234,32791.0,32490.0,35708.0,858059.0,654.0252935593429,36217.26923076922,35570.0,31957.0,40852.0,941649.0,2063.569617099308,-0.8337501386055665,-506.1204452192927,-0.822695261535647,-162.8715486886987,0.08507736041298583,0.12316293353055889,1.244439473986067,0.8123812915462906,0.747730168991271,1.5318416203521805,2.439468337983943,7.344005153408522,0.5683804138149956,0.8688524590163923
ID363851,363851,13,32.0,56.39193579254915,149.806881862657,0.0,2.0,2,0.9981347552693347,1,,33024.28125,32790.0,32490.0,35155.0,1056777.0,624.1964762215655,35082.5625,34701.0,32475.0,43225.0,1122642.0,2375.9796341244582,-0.8278289362500053,-508.771174435291,-0.8229512337790881,-137.26499086077243,-0.021558975647175408,-0.0875494309061502,1.4520510193492273,0.9134573589132335,0.21848703164235816,1.5896210208178454,3.129883905337867,10.701497473293156,0.3434385060569291,0.6296296296296225
ID391749,391749,14,37.0,20.47571417639152,108.69110840742306,0.0,29.0,29,1.0270721898615354,1,,33052.28571428571,32789.0,32748.0,37091.0,1156830.0,780.2653233291327,35196.91428571429,35061.0,32699.0,40000.0,1231892.0,1536.8969763671168,-0.840757413926218,-447.3018263491536,-0.834239764301014,-230.5156211663662,0.03516834327227287,-0.0559201534577762,1.4095574502816817,0.9131373861475015,-0.8032277055515894,1.5436422510620895,3.3139947232989435,12.856487341655855,0.2519515436287962,0.6792452830188644
ID409798,409798,14,209.0,14.13525149242893,117.0105675945366,0.0,37.0,37,2.474701733913701,1,,33136.56872037916,32800.0,32591.0,36878.0,6991816.0,593.0843261072315,35705.31279620853,35335.0,32492.0,41424.0,7533821.0,1966.5573319351408,-0.8298008799242022,-544.8007099405797,-0.8184862890596467,-163.74128659628448,-0.09109766966442691,-0.04407638778787073,3.7862231332951586,1.715048620814279,2.4893225465801447,2.207647694266252,19.23958047693003,32.08200761166188,0.23489965931323342,0.6741935483870956
ID399876,399876,14,21.0,19.09621134660727,109.79402111138646,0.0,30.0,30,0.8028992643004885,1,,32995.40909090909,32794.0,32752.0,34319.0,725899.0,493.92621958103257,35667.49999999999,35487.0,32753.0,39248.0,784685.0,1707.0123092144133,-0.8160169056978257,-592.5741055435428,-0.8053306855041641,-172.87920650751343,0.04023033154591709,-0.022418835738912655,1.0360291194416928,0.7416994835446662,0.4324685214863875,1.3968313884895698,2.025218997571597,8.42641304973299,0.35842341148410406,0.7096774193548384
ID360966,360966,14,135.0,34.86077353950942,88.71328442446271,0.0,3.0,3,1.9629651801058459,1,,33308.0390625,32806.0,32476.0,38170.0,4263429.0,868.9456041830441,36827.3203125,35981.0,32758.0,49975.0,4713897.0,3410.4105392457263,-0.833264923560812,-383.12685796105643,-0.8179141439612434,-97.01188857188512,0.07273861195483024,-0.05367635143874153,2.418210670788746,1.7176585474476342,-0.3863473701711216,1.407852960288354,12.105286280939252,20.183372797365813,0.37341988839190177,0.7535816618911185
ID401861,401861,14,24.0,17.420580861330432,109.54654573564214,0.0,32.0,32,0.8386009313878979,1,,33005.25,32785.0,32746.0,35052.0,792126.0,581.2222690907124,34553.08333333333,34576.0,32768.0,36627.0,829274.0,977.0611176053584,-0.8357760816289928,-577.9952972329667,-0.8308033850212858,-347.2975021051004,-0.02355002214899957,-0.07304487699968797,1.5124273491964713,0.6154868399609912,2.3162120406953064,2.4572862504945308,2.20932981553264,8.045867031686548,0.4288690595517875,0.727272727272729
ID396930,396930,14,73.0,22.32354308488105,102.99591851045291,0.0,24.0,24,1.4524994204384196,1,,33088.30555555558,32795.0,32496.0,34964.0,2382358.0,546.7437445661562,35690.83333333334,35447.0,32768.0,41757.0,2569740.0,1849.6701495055354,-0.8314233321323515,-596.9602905861713,-0.8206463364792917,-176.57864466030486,0.07965732371005574,0.0725816789066052,1.905928652965568,1.245246831474453,2.9261378850258906,1.5305629412514343,6.627989446597906,20.605894980204884,0.19615921195413788,0.6486486486486498
ID390849,390849,14,39.0,23.067419476909098,105.00289345889024,0.0,26.0,26,1.0621358905879024,1,,33249.205128205125,32812.0,32494.0,35581.0,1296719.0,740.868593344723,35958.71794871797,35531.0,32617.0,43613.0,1402390.0,2268.7056122810823,-0.8233872057676491,-418.45815029682666,-0.8147697697825376,-139.43734026636164,0.03226334065251049,0.10177098232864867,1.3404958163959375,0.9307110479335742,1.2725199685608546,1.4402921501492805,3.5441332457502686,10.646218802336172,0.39294261421138443,0.8369565217391315
ID410819,410819,14,28.0,11.320195280692253,119.62231001941609,0.0,40.0,40,0.9218255018714854,1,,33151.24137931035,32796.0,32465.0,34677.0,961386.0,670.6530748442368,35598.65517241379,35384.0,32842.0,40822.0,1032361.0,1628.9280277852777,-0.8308590564051811,-485.63556033126594,-0.8242979881495849,-205.05444922935803,-0.017836928129328085,-0.02098009078042553,1.310471374204331,0.8496734015409385,1.9234333051380301,1.5423236408574226,2.6696068604352647,10.044182538589036,0.3325278161502767,0.6904761904761897
ID378764,378764,14,184.0,28.134270043181285,97.79825574249544,0.0,17.0,17,2.3093268953193373,1,,33518.12154696134,33116.0,32440.0,37384.0,6066780.0,1005.1153535953717,36214.999999999985,35772.0,32309.0,45871.0,6554915.0,2376.0147305940673,-0.834269881639302,-335.73675210262525,-0.8205225329989159,-139.36378625781998,-0.0853381645926029,0.12483442386730598,3.5011601554953375,1.5893093372295317,2.34954154517994,2.2029444322013014,16.754084434455812,35.786776982810196,0.16439378323250578,0.6582278481012663
ID380174,380174,14,166.0,29.331242154172063,97.18225925450002,0.0,16.0,16,2.21542537258535,1,,33619.263473053885,33396.0,32527.0,37078.0,5614417.0,952.9729967703215,36166.209580838346,35595.0,32563.0,46564.0,6039757.0,2400.733928524839,-0.8291948154544566,-342.5256701709176,-0.8172985609962851,-134.78070584018133,0.0067132429949442384,0.19894237951132362,2.6304817452602016,1.7602517420901846,2.64450204936898,1.4943781519208583,15.419281004238165,31.206531828418804,0.19896788161131546,0.7067510548523209
ID394251,394251,14,18.0,22.98583980122726,106.99568499994405,0.0,27.0,27,0.7262497102192094,1,,33098.55555555555,32893.0,32695.0,34198.0,595774.0,487.2603148000922,35021.0,34981.0,32769.0,37767.0,630378.0,1128.2988757156397,-0.8261022215880256,-645.3833421762673,-0.8187194046507159,-280.36135364798963,0.07281811244705282,0.01608698791791257,0.8981373850534577,0.7949232693014618,0.7384432627704858,1.1298416082884266,1.656997361649474,7.104686676820276,0.4125169719028682,0.6428571428571429
ID408075,408075,14,26.0,11.492754646613768,120.13800506918804,0.0,41.0,41,0.8644100544634106,1,,33045.69230769231,32935.0,32574.0,33781.0,859188.0,344.79788505508776,35272.653846153844,35183.0,33075.0,38169.0,917089.0,1128.1405565729015,-0.8328526934237005,-955.1004925401003,-0.8247178910217551,-294.22037571546116,0.016740249960214566,-0.0012956852931637066,1.0807234394600997,0.8570498816161051,1.491224541081635,1.2609807931158246,2.347412929003417,9.96101878612335,0.2972978975481212,0.6455696202531626
ID385431,385431,14,45.0,22.231780103264725,103.00994088214419,0.0,23.0,23,1.1290010557350798,1,,32966.095238095244,32789.0,32202.0,36186.0,1384576.0,632.4340825392469,35424.95238095238,35296.0,32495.0,40075.0,1487848.0,1719.4324780163968,-0.8364198051893783,-533.0596684021232,-0.8285946486173886,-199.1920000951209,0.05862826608537212,0.012421673802166388,1.5073007253191546,0.922737630046991,2.2645228415461456,1.6335095440319198,4.0044102906529,13.034218662482829,0.2961954807174048,0.6692307692307695
ID360146,360146,14,171.0,35.5126540554538,89.34111408316312,0.0,0.0,0,2.2449875816790845,1,,33408.99421965316,32823.0,32598.0,38988.0,5779756.0,1034.8907115488644,37052.26589595377,36425.0,32552.0,51065.0,6410042.0,3124.338540012785,-0.8292094275310514,-313.4723537196699,-0.8115249844860316,-102.12563946269009,0.02341051026339968,-0.03584112966458143,3.1875562449238606,1.6246510721109628,-0.03259853048578041,1.961994362753944,15.833530344650525,26.895000700205834,0.27507080783133214,0.7429805615550744
ID357212,357212,14,136.0,35.15326788912819,89.12552263690793,0.0,4.0,4,2.021793627537075,1,,33287.48201438849,32810.0,32217.0,35975.0,4626960.0,769.419104735608,37423.81294964028,36950.0,32320.0,47252.0,5201910.0,3063.722178649205,-0.833188592803955,-432.1808747131011,-0.813704572088037,-106.70707334992636,0.16166996468749814,-0.04949676051225361,2.353025436792602,1.8635072439218785,2.7292535881242452,1.2626864985190498,12.841729552783459,20.813770453686004,0.3725047904926075,0.7303664921465968
ID373977,373977,14,114.0,29.079943731739082,96.55304869676544,0.0,15.0,15,1.8396733270406658,1,,33588.72413793103,33085.0,32559.0,37346.0,3896292.0,1112.9341055239438,37356.43103448278,36104.0,32746.0,50421.0,4333346.0,3720.452144621644,-0.826275228149452,-287.0893186082004,-0.8112775729873268,-86.3267931772504,0.028336379597207396,0.16333494377732652,2.635051231039394,1.5134960109569933,2.0931512363950926,1.7410361256077802,10.632399737250813,22.197787761141992,0.27115759336388134,0.6874999999999994
ID360090,360090,14,175.0,35.48716079296881,89.07396502931498,0.0,2.0,2,2.267713993328192,1,,33428.76436781608,32834.0,32394.0,37138.0,5816605.0,950.9572947963942,37533.41379310346,36909.0,32655.0,50850.0,6530814.0,3251.346341148182,-0.8330948211078458,-350.92469209395665,-0.8132744755582779,-100.55838337418548,-0.01325996972526156,-0.04386769534072139,2.959609035599955,1.8116805725195428,-0.12585906013062328,1.6336263028332658,16.155724276082406,23.124915046171264,0.379643531606666,0.7765486725663722
ID359013,359013,14,158.0,35.83983560807269,89.12213382953315,0.0,5.0,5,2.1888126905868774,1,,33373.65644171779,32799.0,32237.0,39441.0,5439906.0,1046.8872991117914,36797.337423312885,35802.0,32155.0,49234.0,5997966.0,3272.56467595099,-0.8311515283609874,-313.84623964169356,-0.814838383018048,-98.96432482919614,0.10139115517100579,0.03856336904272062,3.130613405306148,1.5810503363253148,-0.18745465661110178,1.9800845889463177,15.051059368316071,25.609527851364845,0.28838574511682047,0.7712264150943379
ID366180,366180,14,179.0,35.66915448121356,89.14946460856594,0.0,6.0,6,2.2741655397731466,1,,33348.556818181816,32805.0,32379.0,39211.0,5869346.0,996.9649927420957,36546.56818181818,35912.0,32242.0,44862.0,6432196.0,2831.6661255792933,-0.8327894373819635,-333.1951192757245,-0.8172068491909102,-115.40021847670081,0.022034150206477005,0.04953557890834813,3.1608149948136233,1.7515463660442734,-0.30589857113215324,1.8045853972750203,16.24777968506293,23.874976775708618,0.35819372215497197,0.798642533936652
ID360743,360743,14,162.0,35.02510181811178,88.98528782642647,0.0,1.0,1,2.165258294252903,1,,33478.89440993789,32820.0,32430.0,37564.0,5390102.0,1067.263583905614,37154.987577639775,36300.0,32452.0,52372.0,5981953.0,3334.578211685059,-0.831499012656125,-309.5912659405511,-0.8144449916835407,-97.81270829863716,0.12691307352215364,-0.03798070414584059,2.997746396061356,1.7127732861146627,-0.12160952823201614,1.7502295373029715,14.728865436884243,27.58548321183107,0.2432304631606925,0.6866952789699572
ID365217,365217,14,177.0,36.153049376256874,89.51952433608646,0.0,7.0,7,2.270942057586253,1,,33649.59090909093,33043.0,32281.0,38637.0,5922328.0,1206.7038233976873,35973.12500000001,35621.0,32367.0,42592.0,6331270.0,2064.5875731348515,-0.8276218687522806,-267.76812969868587,-0.8161848429537351,-154.73268413443182,0.08809123057528948,-0.08758619671384982,3.2023778110731316,1.729215632959606,2.816019136627693,1.8519250867470838,16.20175198057264,27.943706086537112,0.26073770238194843,0.7139959432048667
ID366753,366753,14,110.0,34.475235284724434,90.96397987478463,0.0,9.0,9,1.7953373340604564,1,,33382.541284403655,32796.0,32561.0,36565.0,3638697.0,947.9515198194287,35659.146788990816,35228.0,32567.0,40807.0,3886847.0,1977.802745593125,-0.833711722243247,-353.11611338607565,-0.8227406577306432,-167.36775623861175,0.05539021890009312,0.05217924946017495,2.3817536798102834,1.4103711348346986,-0.8578470179595957,1.6887425025820846,10.126094987857917,20.583566524038144,0.3003382226038388,0.766550522648083
ID399586,399586,14,30.0,18.002996838489285,110.99260520673248,0.0,31.0,31,0.9138441784697297,1,,33043.482758620696,32804.0,32756.0,34498.0,958261.0,431.1271457047756,35378.17241379311,35180.0,32770.0,41355.0,1025967.0,1603.8566036046077,-0.8383745945429822,-795.1314364486271,-0.8310359808123448,-216.98286991323067,-0.06322706848148366,-0.09693890644857976,1.1162552733601847,0.9943768519076718,0.9777908220795113,1.1225676374291036,2.6235791559449892,9.72923696486605,0.34829438533229895,0.6263736263736235
ID403554,403554,14,36.0,18.658085436304464,111.67179479572728,0.0,33.0,33,1.0270721898615351,1,,33263.30555555556,32990.0,32634.0,35478.0,1197479.0,682.9890950580792,35627.58333333333,35298.0,32764.0,40720.0,1282593.0,2069.8750186562334,-0.8341209696561325,-489.8004533187855,-0.8269414098484861,-164.49542207487343,-0.014330101564400479,0.10134932260753195,1.2786626158760874,0.9642373461515842,1.703353418324161,1.3260870064610353,3.313994723298942,10.444816417087802,0.3817333068983315,0.7346938775510191
ID412719,412719,14,184.0,14.233425036511264,116.3441073814835,0.0,36.0,36,2.309326895319338,1,,33102.77348066299,32799.0,32562.0,35480.0,5991602.0,548.3296844493951,35853.81215469616,35593.0,32269.0,41361.0,6489540.0,1702.674487082764,-0.8322146022946121,-598.871699574121,-0.8199980179379017,-191.85327678803617,0.010883280615500594,-0.18395776785631968,3.5157772971022183,1.731163158527182,-0.7011530395297823,2.0308757610653685,16.75408443445583,36.13699470675817,0.16122281492914,0.61590524534687
ID374318,374318,14,187.0,32.43534729626973,93.5239059354172,0.0,13.0,13,2.3219808360440104,1,,33469.4705882353,33079.0,32410.0,37491.0,6258791.0,967.8505854989847,36377.780748663106,35764.0,32065.0,44947.0,6802645.0,2531.2538182747735,-0.8314051125290881,-341.06630118624196,-0.8169131000348624,-128.24755386248148,0.5089787637558639,-0.11895091006518167,3.3991557767999274,1.885432511247835,2.448314488914606,1.802852001607984,16.938195252416882,32.49956391795133,0.20152175265623237,0.6290598290598296
ID370921,370921,14,138.0,33.66762933164963,92.03434097469565,0.0,11.0,11,2.0254136727412297,1,,33531.24460431653,33079.0,32415.0,36911.0,4660843.0,1026.040220429037,36403.84172661869,35896.0,32558.0,44110.0,5060134.0,2475.8906968773786,-0.8339435660605182,-328.2435790060268,-0.819800322224203,-133.782657856963,0.06509607578909159,0.05040213791019117,3.0837316701705677,1.4525431006914986,2.3103328473366695,2.122988067412612,12.88775725727371,28.295065886884494,0.2022859840016788,0.6896551724137925
ID391529,391529,14,103.0,22.347562753702487,103.92148845565336,0.0,25.0,25,1.7540596937662476,1,,33156.76699029127,32802.0,32573.0,35513.0,3415147.0,713.8767703276259,35333.46601941748,35022.0,32701.0,43841.0,3639347.0,1736.3766071544549,-0.8304081619005992,-454.84726185676675,-0.8203262947554578,-185.81228306414252,-0.01574654729448087,0.22549162610986406,2.2812041483625123,1.603026861162487,0.04226490416069861,1.4230604636956758,9.665817942955297,22.87956177896763,0.23203477154583438,0.6422018348623856
ID387947,387947,14,32.0,28.313328282077247,97.40722730458435,0.0,18.0,18,0.983346756196097,1,,33714.48484848484,33353.0,32515.0,36414.0,1112578.0,1081.3620497205168,35259.151515151505,34968.0,32761.0,37901.0,1163552.0,1424.7051475922158,-0.8325916052219632,-310.12029997288687,-0.8283432561293554,-238.8505963589778,0.05947079702941657,0.026262099838298057,1.2802181272917732,0.8518685389982747,0.36676120887225294,1.502835318695067,3.037828496357357,8.215542059844944,0.5655886282736254,0.8461538461538445
ID402280,402280,14,129.0,14.5759004436191,115.96792520365504,0.0,35.0,35,1.940444757791983,1,,33108.0546875,32796.0,32696.0,35560.0,4237831.0,575.1561692557705,35913.015625,35552.0,32771.0,43348.0,4596866.0,1994.3656698185484,-0.8318990925612167,-569.7423069916305,-0.8212249238655803,-165.43684159697582,0.06909521295578784,0.09934217283415966,2.8598448331399635,1.458817293406886,2.6979942026153347,1.9603858866117172,11.829120053997649,27.776994761837326,0.19266010367984315,0.6489898989898989
ID387380,387380,14,37.0,22.644226733537288,102.63022958757895,0.0,22.0,22,1.0482511642348717,1,,33036.5,32787.0,32546.0,35189.0,1255387.0,625.0763304740622,35496.50000000001,35644.0,32466.0,38413.0,1348867.0,1398.09373598289,-0.8259982897862672,-501.7837622513343,-0.8175872911558407,-227.5926739255985,0.04869483298929453,0.03475783156917448,1.5468945650143027,0.8335798354151712,1.986346560619626,1.8557245500592745,3.4520778367697447,8.48922399489263,0.6019417377258752,0.8333333333333328
ID374007,374007,14,135.0,30.734247536283675,94.90079925862359,0.0,14.0,14,1.9999357569891933,1,,33372.437956204376,32815.0,32109.0,37505.0,4572024.0,967.3514771340556,36964.95620437956,36403.0,32721.0,50540.0,5064199.0,3018.1220370324295,-0.8304699333292784,-337.9954171184478,-0.8149081563970414,-107.84618299558781,0.0023941766235833586,-0.08397575825112322,2.6865048725823413,1.635310010423505,2.1923190640595815,1.6428107548162092,12.565563325841863,23.286504142270708,0.29119454580600557,0.7146596858638743
ID383799,383799,14,28.0,25.573960965015278,101.67927249048783,0.0,20.0,20,0.9138441784697329,1,,33366.10344827586,32881.0,32409.0,35229.0,967617.0,882.3299651987825,35747.517241379304,35403.0,32779.0,39674.0,1036678.0,1633.3239251094608,-0.832044792628523,-374.67756773283094,-0.8225212413064543,-202.86367837858015,-0.1877250499654929,0.045406751939080524,1.363000268925527,0.814011395220913,1.9081344710850872,1.6744240644882187,2.6235791559450075,9.46318164952603,0.3681541348995251,0.6263736263736255
ID381681,381681,14,27.0,27.166537174394126,100.8748294019991,0.0,19.0,19,0.8728435229954108,1,,33507.07692307692,33223.0,32367.0,35871.0,871184.0,1002.2035690647654,34898.53846153846,34768.0,32759.0,36820.0,907362.0,1060.2808771554537,-0.8310874895561493,-328.99971487565944,-0.8264537317297788,-313.4870258939228,0.042091289433498776,0.07704544124066547,1.210401774291532,0.7937234797117789,0.6929121511535683,1.524966572402595,2.3934406334937024,6.511965447356916,0.7092647051776672,0.9285714285714286
ID370616,370616,14,98.0,34.081362420361145,91.0981395230868,0.0,10.0,10,1.6989000722192502,1,,33547.10204081632,33188.0,32432.0,37576.0,3287616.0,1072.9684182648296,36329.704081632655,35879.0,32534.0,42514.0,3560311.0,2133.4847647514307,-0.8291700920650248,-303.5133429986464,-0.8152221600546109,-150.25481592276694,-0.1595926830980305,0.259854811455517,2.7610024233564587,1.2133499876919729,2.231691732208501,2.2755202137582917,9.067457784581844,23.94137055155864,0.19879130713309992,0.5915915915915915
ID413755,413755,14,19.0,7.45938756988817,125.72821736300135,0.0,39.0,39,0.7559046644427326,1,,33030.65,32796.0,32761.0,34254.0,660613.0,410.94784852889336,34834.049999999996,34547.0,32790.0,38181.0,696681.0,1357.0073294220865,-0.832731877991129,-800.299257700495,-0.8258770536181883,-243.50684038502897,0.07311279502361173,0.05743224040660965,1.0434595141248526,0.68216426920712,0.38493953339122755,1.5296308546586093,1.795080475120277,6.967434410477324,0.4646736105982859,0.7959183673469385
ID367803,367803,14,116.0,34.957579860202465,89.94874343139561,0.0,8.0,8,1.8156242755480256,1,,33355.05172413794,32806.0,32449.0,36636.0,3869186.0,911.7816371385686,35757.76724137932,35490.0,32589.0,43618.0,4147901.0,2201.4103635693614,-0.8307565116717471,-359.1389913589099,-0.8183294446434672,-146.3332493470113,0.027664501523948486,-0.1269887829203502,2.893376161344434,1.2217052437010842,2.192624061246674,2.3683095216806316,10.356233510309238,21.179453559441946,0.2901230246317852,0.7401315789473694
ID377275,377275,14,152.0,33.208072936496976,92.50660443487415,0.0,12.0,12,2.113900986367867,1,,33438.78481012659,32940.0,32461.0,37157.0,5283328.0,928.4072062729358,36445.43037974684,36093.0,32734.0,45199.0,5758378.0,2691.8312838525453,-0.8335603661778227,-360.7632448449104,-0.8195587496265634,-122.98991631142071,0.2688825941061895,-0.015522449031536134,3.305516511235352,1.5316596054926446,2.334511407567971,2.1581273667997287,14.038449869530298,24.487317743475874,0.2942026540859714,0.7043879907621245
ID412473,412473,14,78.0,11.37642441561542,119.06597447464748,0.0,38.0,38,1.5020869815526385,1,,33160.86075949367,32808.0,32482.0,35809.0,2619708.0,631.215854302229,35856.037974683546,35548.0,32763.0,41871.0,2832627.0,2203.7793379406903,-0.8311150407940261,-517.0684756380533,-0.8210918203966379,-149.34329081846582,-0.029859740426274085,-0.009844850192578327,1.7841194947744574,1.4206583264930324,1.4746276782703094,1.255839959195993,7.088266491500548,15.765641780862614,0.3583658289875916,0.7439613526570054
ID426502,426502,16,177.0,95.10595682446346,59.005999684301145,0.0,51.0,51,2.2838086877898665,1,,33133.530726256984,32796.0,32743.0,35978.0,5930902.0,676.8263871335515,36596.97765363127,36389.0,32336.0,49157.0,6550859.0,2641.4081555945977,-0.8296574342370637,-476.86566667541905,-0.8150949330583322,-122.15157841924942,-0.08582389713707125,0.01714778506965232,2.5877217691851953,2.13820532197924,0.3091875381340801,1.210230721336835,16.3858627985337,22.573027409143563,0.40410996537843813,0.7623126338329765
ID406407,406407,16,179.0,96.21211789201904,59.249921086258226,0.0,41.0,41,2.296603234329966,1,,33224.36871508379,32793.0,32207.0,38421.0,5947162.0,932.6529626172197,37317.966480446936,36813.0,32023.0,53914.0,6679916.0,3226.8475918289973,-0.8304108824555138,-348.8684622438056,-0.8130201254935541,-100.57173552242914,0.03098723154991751,-0.04299012079632926,3.0390478351458365,1.8440860071897796,0.1699784187195812,1.6479967980327939,16.569973616494753,23.726916730980257,0.3698699671265154,0.7643312101910827
ID431748,431748,16,191.0,95.28583147117968,59.06138504192819,0.0,55.0,55,2.3688311682387977,1,,33120.84293193716,32797.0,32441.0,35496.0,6326081.0,671.3356885930666,36436.87434554974,35755.0,32379.0,46054.0,6959443.0,2819.6949881561873,-0.8289767971818217,-478.2764325793769,-0.8146952042694848,-113.62593735098149,0.17962129451394207,0.030146179156685514,3.2497981005373258,1.8361770695462445,0.20386055843097006,1.7698718464774288,17.628610819770806,31.49215536687349,0.22336914579876804,0.7199248120300744
